T30,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
214,Dominican Republic,1995,Tourism expenditure (millions of US dollars),,,"1,571",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
214,Dominican Republic,2005,Tourism expenditure (millions of US dollars),,,"3,518",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
214,Dominican Republic,2010,Tourism expenditure (millions of US dollars),,,"4,162",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
214,Dominican Republic,2017,Tourism expenditure (millions of US dollars),,,"7,184",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
214,Dominican Republic,2018,Tourism expenditure (millions of US dollars),,,"7,561",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
214,Dominican Republic,2019,Tourism expenditure (millions of US dollars),,,"7,468",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,1995,Tourist/visitor arrivals (thousands),VF,,440,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2005,Tourist/visitor arrivals (thousands),VF,,860,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2010,Tourist/visitor arrivals (thousands),VF,,"1,047",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2017,Tourist/visitor arrivals (thousands),VF,,"1,806",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2018,Tourist/visitor arrivals (thousands),VF,,"2,535",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,1995,Tourism expenditure (millions of US dollars),,,315,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2005,Tourism expenditure (millions of US dollars),,,488,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2010,Tourism expenditure (millions of US dollars),,,786,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2017,Tourism expenditure (millions of US dollars),,,"2,018",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2018,Tourism expenditure (millions of US dollars),,,"2,279",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
218,Ecuador,2019,Tourism expenditure (millions of US dollars),,,"2,288",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,1995,Tourist/visitor arrivals (thousands),TF,,"2,871",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2005,Tourist/visitor arrivals (thousands),TF,,"8,244",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2010,Tourist/visitor arrivals (thousands),TF,,"14,051",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2017,Tourist/visitor arrivals (thousands),TF,,"8,157",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2018,Tourist/visitor arrivals (thousands),TF,,"11,196",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,1995,Tourism expenditure (millions of US dollars),,,"2,954",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2005,Tourism expenditure (millions of US dollars),,,"7,206",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2010,Tourism expenditure (millions of US dollars),,,"13,633",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2017,Tourism expenditure (millions of US dollars),,,"8,636",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2018,Tourism expenditure (millions of US dollars),,,"12,704",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
818,Egypt,2019,Tourism expenditure (millions of US dollars),,,"14,256",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,1995,Tourist/visitor arrivals (thousands),TF,,235,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2005,Tourist/visitor arrivals (thousands),TF,,"1,127",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2010,Tourist/visitor arrivals (thousands),TF,,"1,150",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2017,Tourist/visitor arrivals (thousands),TF,,"1,556",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2018,Tourist/visitor arrivals (thousands),TF,,"1,677",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2019,Tourist/visitor arrivals (thousands),TF,,"1,766",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,1995,Tourism expenditure (millions of US dollars),,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2005,Tourism expenditure (millions of US dollars),,,656,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2010,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2017,Tourism expenditure (millions of US dollars),,,"1,227",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2018,Tourism expenditure (millions of US dollars),,,"1,370",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
222,El Salvador,2019,Tourism expenditure (millions of US dollars),,,"1,664",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
226,Equatorial Guinea,1995,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
232,Eritrea,1995,Tourist/visitor arrivals (thousands),VF,,315,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
232,Eritrea,2005,Tourist/visitor arrivals (thousands),VF,,83,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
232,Eritrea,2010,Tourist/visitor arrivals (thousands),VF,,84,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
232,Eritrea,1995,Tourism expenditure (millions of US dollars),,,58,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
232,Eritrea,2005,Tourism expenditure (millions of US dollars),,,66,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,1995,Tourist/visitor arrivals (thousands),TF,,530,Based on mobile positioning data by the Bank of Estonia and Positium LBS.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2005,Tourist/visitor arrivals (thousands),TF,,"1,917",Based on mobile positioning data by the Bank of Estonia and Positium LBS.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2010,Tourist/visitor arrivals (thousands),TF,,"2,511",Based on mobile positioning data by the Bank of Estonia and Positium LBS.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2017,Tourist/visitor arrivals (thousands),TF,,"3,244",Based on mobile positioning data by the Bank of Estonia and Positium LBS.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2018,Tourist/visitor arrivals (thousands),TF,,"3,234",Based on mobile positioning data by the Bank of Estonia and Positium LBS.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,1995,Tourism expenditure (millions of US dollars),,,452,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2005,Tourism expenditure (millions of US dollars),,,"1,229",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2017,Tourism expenditure (millions of US dollars),,,"2,126",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2018,Tourism expenditure (millions of US dollars),,,"2,332",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
233,Estonia,2019,Tourism expenditure (millions of US dollars),,,"2,311",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,1995,Tourist/visitor arrivals (thousands),TF,,300,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2005,Tourist/visitor arrivals (thousands),TF,,837,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2010,Tourist/visitor arrivals (thousands),TF,,868,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2017,Tourist/visitor arrivals (thousands),TF,,921,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2018,Tourist/visitor arrivals (thousands),TF,,782,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2019,Tourist/visitor arrivals (thousands),TF,,680,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,1995,Tourism expenditure (millions of US dollars),,,54,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2005,Tourism expenditure (millions of US dollars),,,77,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2010,Tourism expenditure (millions of US dollars),,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2017,Tourism expenditure (millions of US dollars),,,13,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2018,Tourism expenditure (millions of US dollars),,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
748,Eswatini,2019,Tourism expenditure (millions of US dollars),,,14,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,1995,Tourist/visitor arrivals (thousands),TF,,103,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,2005,Tourist/visitor arrivals (thousands),TF,,227,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,2010,Tourist/visitor arrivals (thousands),TF,,468,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,2017,Tourist/visitor arrivals (thousands),TF,,933,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,2018,Tourist/visitor arrivals (thousands),TF,,849,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
231,Ethiopia,2019,Tourist/visitor arrivals (thousands),TF,,812,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
